label,area
2120,2.0
2121,1.0
2122,1.0
2123,2.0
2124,1.0
2125,1.0
2126,1.0
2127,1.0
2128,1.0
2129,1.0
2130,1.0
2131,1.0
2132,2.0
2133,1.0
2134,2.0
2135,1.0
2136,1.0
2137,1.0
2138,1.0
2139,2.0
2140,2.0
2141,2.0
2142,3.0
2143,2.0
2144,1.0
2145,1.0
2146,1.0
2147,1.0
2148,1.0
2149,2.0
2150,2.0
2151,3.0
2152,4.0
2153,10.0
2154,5.0
2155,3.0
2156,2.0
2157,2.0
2158,2.0
2159,1.0
2160,1.0
2161,2.0
2162,2.0
2163,1.0
2164,1.0
2165,2.0
2166,1.0
2167,1.0
2168,1.0
2169,1.0
2170,1.0
2171,1.0
2172,1.0
2173,1.0
2174,1.0
2175,2.0
2176,1.0
2177,1.0
2178,1.0
2179,2.0
2180,1.0
2181,1.0
2182,2.0
2183,1.0
2184,2.0
2185,2.0
2186,3.0
2187,2.0
2188,2.0
2189,2.0
2190,2.0
2191,1.0
2192,1.0
2193,1.0
2194,1.0
2195,1.0
2196,1.0
2197,1.0
2198,2.0
2199,2.0
2200,3.0
2201,5.0
2202,10.0
2203,5.0
2204,3.0
2205,3.0
2206,3.0
2207,2.0
2208,2.0
2209,2.0
2210,2.0
2211,2.0
2212,1.0
2213,2.0
2214,1.0
2215,1.0
2216,4.0
2217,1.0
2218,1.0
2219,1.0
2220,1.0
2221,4.0
2222,1.0
2223,1.0
2224,2.0
2225,1.0
2226,1.0
2227,2.0
2228,2.0
2229,2.0
2230,1.0
2231,2.0
2232,2.0
2233,2.0
2234,4.0
2235,1.0
2236,1.0
2237,1.0
2238,2228.0
2239,1.0
2240,1.0
2241,2.0
2242,2.0
2243,4499.0
2244,1.0
2245,1.0
2246,1.0
2247,1.0
2248,1.0
2249,1.0
2250,1.0
2251,2.0
2252,2.0
2253,2.0
2254,3.0
2255,4.0
2256,5.0
2257,9.0
2258,6.0
2259,4.0
2260,3.0
2261,2.0
2262,3.0
2263,2.0
2264,4.0
2265,2.0
2266,1.0
2267,4.0
2268,1.0
2269,1.0
2270,1.0
2271,1.0
2272,1.0
2273,1.0
2274,1.0
2275,1.0
2276,4.0
2277,1.0
2278,2.0
2279,2.0
2280,1.0
2281,1.0
2282,2.0
2283,1.0
2284,2.0
2285,2.0
2286,3.0
2287,3.0
2288,1.0
2289,2.0
2290,2.0
2291,2.0
2292,2.0
2293,1.0
2294,1.0
2295,1.0
2296,1.0
2297,1.0
2298,1.0
2299,1.0
2300,1.0
2301,1.0
2302,2.0
2303,1.0
2304,2.0
2305,2.0
2306,3.0
2307,6.0
2308,6.0
2309,7.0
2310,4.0
2311,3.0
2312,3.0
2313,2.0
2314,2.0
2315,2.0
2316,2.0
2317,1.0
2318,2.0
2319,1.0
2320,1.0
2321,15.0
2322,1.0
2323,1.0
2324,2.0
2325,1.0
2326,2.0
2327,2.0
2328,2.0
2329,1.0
2330,2.0
2331,1.0
2332,1.0
2333,2.0
2334,1.0
2335,3.0
2336,3.0
2337,2.0
2338,5.0
2339,2.0
2340,1651.0
2341,2.0
2342,1.0
2343,1.0
2344,1.0
2345,1.0
2346,1.0
2347,1.0
2348,1.0
2349,1.0
2350,2.0
2351,2.0
2352,2.0
2353,2.0
2354,3.0
2355,3.0
2356,4.0
2357,8.0
2358,9.0
2359,4.0
2360,4.0
2361,2.0
2362,8.0
2363,2.0
2364,4.0
2365,6.0
2366,1.0
2367,1.0
2368,1.0
2369,1.0
2370,1.0
2371,4.0
2372,1.0
2373,4.0
2374,2.0
2375,2.0
2376,2.0
2377,2.0
2378,2.0
2379,3.0
2380,1.0
2381,4.0
2382,3.0
2383,6.0
2384,1.0
2385,5537.0
2386,2.0
2387,1.0
2388,3.0
2389,1.0
2390,1.0
2391,1.0
2392,1.0
2393,1.0
2394,1.0
2395,1.0
2396,1.0
2397,1.0
2398,1.0
2399,1.0
2400,1.0
2401,1.0
2402,1.0
2403,2.0
2404,1.0
2405,2.0
2406,2.0
2407,3.0
2408,2.0
2409,3.0
2410,4.0
2411,19.0
2412,9.0
2413,6.0
2414,2.0
2415,2.0
2416,4.0
2417,6.0
2418,1.0
2419,1.0
2420,1.0
2421,1.0
2422,1.0
2423,1.0
2424,1.0
2425,4.0
2426,1.0
2427,2.0
2428,1.0
2429,2.0
2430,2.0
2431,3.0
2432,2.0
2433,2.0
2434,2.0
2435,4.0
2436,16.0
2437,1.0
2438,1.0
2439,1.0
2440,1.0
2441,7378.0
2442,2211.0
2443,1.0
2444,1.0
2445,1.0
2446,1.0
2447,1.0
2448,1.0
2449,1.0
2450,1.0
2451,1.0
2452,1.0
2453,1.0
2454,1.0
2455,1.0
2456,1.0
2457,1.0
2458,1.0
2459,1.0
2460,1.0
2461,1.0
2462,1.0
2463,1.0
2464,1.0
2465,1.0
2466,1.0
2467,1.0
2468,1.0
2469,2.0
2470,1.0
2471,2.0
2472,1.0
2473,2.0
2474,2.0
2475,2.0
2476,6.0
2477,4.0
2478,5.0
2479,26.0
2480,6.0
2481,2.0
2482,2.0
2483,4.0
2484,4.0
2485,1.0
2486,13.0
2487,1.0
2488,4.0
2489,4.0
2490,2.0
2491,2.0
2492,3.0
2493,1.0
2494,2.0
2495,2.0
2496,4.0
2497,3.0
2498,4.0
2499,12.0
2500,1.0
2501,2.0
2502,1.0
2503,13.0
2504,3.0
2505,3.0
2506,2.0
2507,2.0
2508,2.0
2509,1.0
2510,2.0
2511,2.0
2512,1.0
2513,1.0
2514,1.0
2515,1.0
2516,1.0
2517,1.0
2518,2.0
2519,2.0
2520,1.0
2521,1.0
2522,1.0
2523,2.0
2524,2.0
2525,1.0
2526,1.0
2527,1.0
2528,1.0
2529,1.0
2530,1.0
2531,1.0
2532,1.0
2533,1.0
2534,1.0
2535,3.0
2536,1.0
2537,1.0
2538,1.0
2539,1.0
2540,1.0
2541,1.0
2542,4.0
2543,1.0
2544,1.0
2545,2.0
2546,2.0
2547,2.0
2548,2.0
2549,11.0
2550,38.0
2551,2.0
2552,2.0
2553,9.0
2554,17.0
2555,4.0
2556,4.0
2557,2.0
2558,1.0
2559,2.0
2560,3.0
2561,1.0
2562,2.0
2563,2.0
2564,3.0
2565,1.0
2566,4.0
2567,6.0
2568,8.0
2569,1.0
2570,1.0
2571,3.0
2572,2.0
2573,1.0
2574,1.0
2575,1.0
2576,1.0
2577,1.0
2578,11.0
2579,5.0
2580,5.0
2581,3.0
2582,3.0
2583,3.0
2584,3.0
2585,3.0
2586,2.0
2587,2.0
2588,1.0
2589,4.0
2590,1.0
2591,1.0
2592,2.0
2593,2.0
2594,1.0
2595,1.0
2596,4.0
2597,2.0
2598,1.0
2599,1.0
2600,1.0
2601,1.0
2602,13.0
2603,1.0
2604,1.0
2605,1.0
2606,1.0
2607,2.0
2608,1.0
2609,1.0
2610,1.0
2611,1.0
2612,4.0
2613,1.0
2614,2.0
2615,2.0
2616,1.0
2617,8.0
2618,1.0
2619,52.0
2620,2.0
2621,2.0
2622,9.0
2623,17.0
2624,9.0
2625,1.0
2626,1.0
2627,2.0
2628,1.0
2629,2.0
2630,2.0
2631,3.0
2632,2.0
2633,3.0
2634,3.0
2635,4.0
2636,7.0
2637,9.0
2638,1.0
2639,1.0
2640,3.0
2641,115.0
2642,1.0
2643,48.0
2644,4.0
2645,3.0
2646,2.0
2647,3.0
2648,7.0
2649,6.0
2650,4.0
2651,1.0
2652,1.0
2653,17.0
2654,1.0
2655,1.0
2656,1.0
2657,1.0
2658,1.0
2659,4.0
2660,4.0
2661,1.0
2662,4.0
2663,2.0
2664,11.0
2665,2.0
2666,2.0
2667,1.0
2668,80.0
2669,1.0
2670,1.0
2671,7.0
2672,1.0
2673,9.0
2674,1.0
2675,1.0
2676,1.0
2677,2.0
2678,1.0
2679,6.0
2680,2.0
2681,3.0
2682,9.0
2683,3.0
2684,14.0
2685,1.0
2686,2.0
2687,4646.0
2688,7126.0
2689,4.0
2690,107.0
2691,11.0
2692,2.0
2693,2.0
2694,2.0
2695,3.0
2696,3.0
2697,4.0
2698,11.0
2699,17.0
2700,1.0
2701,1.0
2702,1.0
2703,1.0
2704,1.0
2705,1.0
2706,1.0
2707,4.0
2708,1.0
2709,1.0
2710,11.0
2711,1.0
2712,1.0
2713,2.0
2714,3.0
2715,23.0
2716,4.0
2717,7.0
2718,1.0
2719,2.0
2720,1.0
2721,1.0
2722,3.0
2723,4.0
2724,2322.0
2725,12.0
2726,2.0
2727,1.0
2728,1.0
2729,1.0
2730,1.0
2731,1.0
2732,1.0
2733,1.0
2734,1.0
2735,1.0
2736,1.0
2737,1.0
2738,1.0
2739,1.0
2740,1.0
2741,1.0
2742,1.0
2743,2.0
2744,2.0
2745,2.0
2746,3.0
2747,28.0
2748,3.0
2749,5.0
2750,2.0
2751,1.0
2752,3.0
2753,5.0
2754,3.0
2755,2.0
2756,1.0
2757,1.0
2758,1.0
2759,1.0
2760,2.0
2761,1.0
2762,1.0
2763,1.0
2764,1.0
2765,1.0
2766,1.0
2767,1.0
2768,1.0
2769,2.0
2770,1.0
2771,1.0
2772,2.0
2773,1.0
2774,2.0
2775,2.0
2776,3.0
2777,1.0
2778,3.0
2779,1.0
2780,1.0
2781,2.0
2782,1.0
2783,3.0
2784,4.0
2785,6.0
2786,1.0
2787,8747.0
2788,5.0
2789,3.0
2790,2.0
2791,2.0
2792,2.0
2793,2.0
2794,1.0
2795,2.0
2796,1.0
2797,6.0
2798,1.0
2799,6.0
2800,1.0
2801,4.0
2802,2.0
2803,1254.0
2804,2.0
2805,2.0
2806,7.0
2807,1.0
2808,2.0
2809,3.0
2810,3.0
2811,1.0
2812,3.0
2813,8.0
2814,2.0
2815,4.0
2816,1.0
2817,1.0
2818,7.0
2819,1.0
2820,6.0
2821,2.0
2822,1.0
2823,1.0
2824,4.0
2825,1.0
2826,2.0
2827,1.0
2828,3.0
2829,1.0
2830,3150.0
2831,4920.0
2832,1.0
2833,8.0
2834,1.0
2835,1.0
2836,1.0
2837,1.0
2838,1.0
2839,2699.0
2840,10.0
2841,2.0
2842,1.0
2843,2.0
2844,2.0
2845,1.0
2846,1.0
2847,30717.0
2848,1.0
2849,1.0
2850,1.0
2851,8.0
2852,8161.0
2853,1.0
2854,1.0
2855,1.0
2856,21859.0
2857,1.0
2858,1.0
2859,1.0
2860,1.0
2861,1.0
2862,7.0
2863,1.0
2864,28540.0
2865,1.0
2866,1.0
2867,1.0
2868,1.0
2869,1.0
2870,4722.0
2871,8054.0
2872,2736.0
2873,4262.0
2874,1733.0
2875,1537.0
2876,1668.0
2877,2.0
